nodes,x,y
0,605.4153106479115,396.77212284093076
1,624.8821653729733,357.07883857620317
2,820.7044485889064,367.9035480772992
3,452.96285696502815,403.5969132839232
4,735.9311032432373,344.8041983305889
5,814.2004510784308,337.5532903893469
6,471.1805869222524,514.3445436044768
7,562.5680195766115,468.4253612145164
8,648.927979782007,388.131797383176
9,479.89800086809856,453.3206914803592
10,686.2969144869071,459.1933643102732
11,657.8220358721613,418.8951685993254
12,791.1155853213135,355.64421940650504
13,766.2922598206716,385.6897608979747
14,440.14729247830945,471.7164619798642
15,724.5470213347689,332.2643099579178
16,475.89083702542524,394.92490957836975
17,427.11774826536583,419.3288702026174
18,515.5003706387266,413.56140833598374
19,576.3410725984955,300.9764011707908
20,598.0172276685618,289.56239990423893
21,627.8384510418161,424.44646424088063
22,422.62574617739216,441.87079971058773
23,628.1358421716396,310.98211968308584
24,466.3181508662615,482.7396568297032
25,672.8399164783094,329.8166302500068
26,696.1030162960334,373.32362906486503
27,564.3094211171765,285.91580898864373
29,742.1993717863937,362.68207876824584
30,496.1699928235976,504.2440773113697
31,458.7118964591804,453.0137642084119
32,601.9924632391492,320.05494440900554
33,568.5109539211817,351.80401450205227
35,652.2548464871014,338.41070105719996
37,786.762784511623,326.3752825081555
38,612.9333679499242,377.4967821329533
39,708.9043425092485,325.54666926236087
40,805.0937690377723,390.56150834595394
34,603.7493025582327,546.7698703074421
36,564.6657569327568,544.1083306951832
41,529.2988006855854,538.9132434372839
42,575.559285011171,528.2055930727142
43,594.8906938258717,510.7370878461203
44,561.3540252523168,522.4698144158945
28,741.4247371867357,384.67511340941616
45,734.5261600728746,402.86392334630654
46,720.5211541426047,414.61830191713983
