nodes,x,y
31,763.6445059583763,387.48789625422734
32,877.2810296196042,421.33437937198886
33,777.7149089601182,469.7880400088472
34,794.1096235603856,369.76615483121753
35,856.6335161245499,369.52057498568615
36,783.9400359822703,328.58656996169486
37,799.4693721789364,433.34453735786656
38,780.9031375798282,415.69829932036197
39,825.0358029741402,376.6314750122664
40,655.4446869282287,399.26894049631835
41,812.8695670837229,356.2879879544772
42,831.9606782660835,333.3935283960637
43,815.8194007595586,413.26011435862563
44,799.4958235504375,464.0604586726851
45,850.2039286316725,467.30924596384693
46,836.724434641518,491.2934312999007
47,821.7275927258471,465.810821384118
48,809.7491587792892,503.57086293654294
49,840.8130814332817,439.9485574439928
50,872.8002250403487,491.0418085666996
51,961.621599648689,414.1464535075887
52,990.8445075920918,456.6293839273828
53,954.6605542536721,440.89275792735384
54,997.3276116854821,403.2557885048023
55,954.1179503588803,386.9042757846885
56,945.6609384389103,459.20233070021834
57,985.1966620007063,430.08236823245414
58,940.7522512276552,426.4719142956599
59,751.9351258813458,521.1915986463493
60,777.6512819860397,541.3616080596998
61,736.2420868195609,289.48889343492544
62,745.8176844413691,259.6912613460325
63,777.2570445030824,263.5473356393147
64,865.4307266908378,283.70288261998826
65,830.4044421452237,274.15509216345384
66,1039.3638192702253,436.99225909403305
67,908.6876912178642,373.4953923374457
68,587.6052339007606,396.670940476455
69,544.3224266041375,412.7687198998782
70,544.6779079674619,379.39954433893837
71,493.7818204419775,413.05566625442924
72,494.1716540149687,377.41457983831805
