nodes,x,y
0,496.80424777447445,695.5990963398092
1,500.90432851784897,758.045319088998
2,522.2299362427848,605.3252795923196
3,665.1392854661113,532.8505364186615
4,504.2897573294816,212.87513995054928
5,498.15115808602434,250.76136934365698
6,764.2026772073175,174.1313876449086
7,612.8789168546815,306.6482299334889
9,696.7339113969341,593.1823632622812
10,564.6908847341524,746.3650227250524
11,705.5791751396808,556.2513260485522
12,609.3864197663347,556.3894179889451
13,515.3134080474935,278.22872433196403
14,881.7152267683696,103.74395847328375
15,561.7922789831914,197.07080205629686
16,535.0990830873711,105.3371271533719
17,724.9789969079164,510.58135000674514
21,733.4817387919658,541.0935548635965
22,844.3390079931097,95.9272163857162
24,545.0233595983086,702.0727427782348
26,703.5897114306778,573.6539113203876
27,524.4990870069465,188.0209839306668
28,570.3384251698893,103.54630748787628
29,724.5110189199535,552.2386075714048
30,645.4089450470848,248.01829877094545
31,814.6951063131006,143.2168055050631
33,568.710378886933,158.523637744724
34,698.89388464538,500.5617941089927
35,736.2792847209018,587.9497244351069
36,667.8567515388976,588.5507065507628
37,594.5038072126221,244.00299904553353
38,608.1813487807896,479.14007781331753
41,586.1847770055584,325.62416453413726
42,709.3092535728356,522.5873235491376
44,636.1092221537756,589.3398718282918
45,546.9093930963605,432.5991513016524
46,700.5580322621514,610.8720624573976
47,572.0717323666155,614.2891491731494
48,551.7637937232873,213.6367446220073
49,542.860095040745,249.42516046322936
51,698.9423325873674,212.9067254403414
52,574.3727518761538,283.11401910569776
53,663.1583012473984,566.875851838304
54,627.7301647809326,283.6377354793956
55,547.7804679491156,236.74134343715488
56,481.11952121387003,279.81245152634716
60,519.709143850997,259.2872839259112
61,542.7329279108812,157.89619527710127
62,524.0613127627139,305.97275493194155
63,594.6926155875666,199.1146244632684
64,539.3389069360614,653.8777566167939
65,678.7358027188722,490.17716248127925
66,525.3992706377053,756.8474725892072
67,869.8600155857472,139.7534813676384
69,522.0791610748129,698.2393018572941
70,473.371461258966,744.3992892331006
